customer_id,customer_name,city,address,points,membership_type
37,Mr. Randall Stevens,Mafraq,123 Hubbard Plain - New Alexandertown - MD 34453,3165,Bronze
38,Rebecca Hunter,Jerash,1451 Jones Summit - Calebhaven - HI 46852,278,Silver
39,Bryce Hart,Zarqa,9488 Michael Plain - New Michele - IN 30414,1584,Bronze
40,Toni Frank,Aqaba,43019 David Crest - West John - TN 48260,3370,Bronze
41,Sarah Ferguson,Mafraq,81742 Cline Mews - Amychester - VA 82240,2517,Gold
42,Rachel Cooley,Amman,376 Kristen Wells - West Sean - TN 62197,4112,Gold
43,Tammy Gonzalez,Aqaba,43929 Benjamin Rapids - Lake Kristen - CO 50685,1560,Gold
44,Stephen Vincent,Zarqa,748 Williams Valley - East Nancyport - DE 57489,512,Gold
45,Matthew Johnson,Irbid,22160 Lindsey Gardens - Port Kathy - ND 81664,3588,Silver
46,Amy Duran,Salt,76798 James Trace - Matthewview - CO 84621,3493,Silver
47,Adam Kennedy,Zarqa,797 Alyssa Spring - Port Hollymouth - MO 45035,360,Bronze
48,Robert Williams,Madaba,47309 Roger Common - Scottshire - CA 91267,4148,Bronze
49,Jill Rivera,Madaba,66069 Douglas Parkway - Clarkeberg - NH 10744,1174,Silver
50,Hayley Walker,Mafraq,83286 Wong Street - New Thomas - OH 84492,835,Silver
51,Jeremy Smith,Mafraq,48328 Turner Crossroad - Kevinhaven - AR 60050,2477,Silver
52,Jerome Solis,Madaba,5265 Yates Plain - Lauriefurt - TX 07759,3927,Silver
53,Kathryn Reyes,Zarqa,819 Taylor Groves - North Billy - DE 77117,28,Gold
54,Shane Berg,Salt,6893 David Ridge - North Robert - MO 29188,2808,Silver
55,Edwin Floyd,Jerash,5434 Sarah Via - North Sarah - KY 81142,814,Bronze
56,Patricia Perez,Amman,82521 Banks Gateway - Rodgersview - SD 03781,3196,Bronze
57,Olivia Miranda,Irbid,1680 Spencer Junctions - Adamsburgh - MO 16966,4724,Bronze
58,Lauren Bates,Madaba,94969 Robertson Crossroad - East Jasonburgh - OH 27386,2063,Silver
59,Sierra Elliott,Madaba,3391 Ryan Centers - South Alexanderport - NY 88879,3352,Bronze
60,Kimberly Woods,Irbid,159 Mark Grove - East Jeffreytown - NE 49002,2791,Gold
61,Nathan Mccoy,Irbid,15878 Cynthia Plains - East Jennifer - KY 28539,3185,Gold
62,John Jones,Madaba,4715 David Squares - New Jonathan - NE 67205,4525,Gold
63,Miss Brenda Fleming,Zarqa,93537 Miller Overpass - Lake David - CO 38861,3651,Bronze
64,Deborah Miller,Amman,2941 James Ports - South Christy - KY 92762,1765,Bronze
65,Nancy Hicks,Salt,890 Anthony Plains - East Jason - NH 84121,1588,Bronze
66,Monica Roberts,Mafraq,80272 Alan Courts - Scottport - OH 37535,1440,Gold
67,Tony Murray,Madaba,97691 Sullivan Dale - Anthonyland - ME 75253,263,Bronze
68,Bryan Garcia,Madaba,56101 Jason Vista - East Rachael - ND 25315,2000,Gold
69,Debra Bernard,Irbid,074 Holly Plain - Christianport - OH 50106,2811,Bronze
70,Tina Fernandez,Jerash,631 Cortez Union - New Katherineshire - IA 73170,166,Gold
71,Kevin Kelley,Mafraq,54590 Paul Trafficway - North Michele - TX 04331,3540,Bronze
72,Jay Riley,Aqaba,810 Connie Dale - Amymouth - GA 25946,3155,Bronze
73,Carolyn Black,Amman,1817 Savage Ridges - Port Richard - WY 36652,1747,Bronze
74,Steven Nelson,Aqaba,092 Berger Fort - Stevenville - UT 67576,4890,Silver
75,Kelly Fitzpatrick,Amman,293 Kaitlyn Cove - Donovantown - LA 04926,1141,Silver
76,David Barnes,Jerash,632 Stone Ford - Williamhaven - AZ 35005,2030,Gold
77,Brandon Ross,Salt,20558 Lisa Squares - South Timothyview - OR 90982,2273,Silver
78,Julia Wells,Zarqa,2678 Ramirez Crossing - Woodmouth - MA 86885,1975,Silver
79,Rebekah Montoya,Madaba,480 Jacqueline Estate - Lake Laura - MA 97173,2273,Bronze
80,Stacey Holden,Jerash,637 Mary Courts - Williammouth - DE 60500,4820,Bronze
81,Jennifer Ford,Mafraq,7691 George Creek - East Isaac - GA 55092,543,Silver
82,Nicolas Wood,Irbid,58581 Rodriguez Lights - East Jessica - ID 50001,2193,Gold
83,Michael Hubbard,Madaba,5492 Michele Vista - Bergerstad - GA 13460,1362,Bronze
84,Jill Parker,Mafraq,172 Daniel Walks - Randolphton - MS 44646,398,Silver
85,Francisco Chaney,Irbid,09574 Kathryn Tunnel - Robertland - NC 07181,1902,Silver
86,Tracy Parker,Mafraq,898 Walters Cliffs - West Andrew - AR 42014,4732,Bronze
87,Samantha Berry,Madaba,29868 Cole Landing - Johnview - MO 84820,237,Gold
88,Sharon Valdez,Aqaba,7041 Walton Green - Nathanhaven - NJ 36535,1229,Gold
89,Jonathan Smith,Amman,417 Hernandez Key - Lake Benjamin - GA 26268,1050,Bronze
90,Alexander Washington,Mafraq,2285 Alvarez Union - Spencermouth - ME 76452,1314,Bronze
91,Aaron Young,Zarqa,03486 Washington Forge - New Rodney - VA 79005,1033,Bronze
92,Christopher Powers,Jerash,914 Mason Shoals - East Elizabethmouth - WA 60900,3614,Silver
93,Jeremy Morgan,Salt,7881 Russell Key - Paulview - MI 82123,316,Bronze
94,Ashley Villarreal,Aqaba,65365 Morton Road - North Michellestad - IL 09525,2635,Silver
95,Robert Neal II,Amman,18087 Pittman Route - East Leah - CA 50273,888,Bronze
96,Martha Neal,Madaba,8091 Caitlin Locks - Scotttown - NV 76436,336,Bronze
97,Crystal Anderson,Mafraq,91532 Grace Fork - Kevinville - MN 66533,2824,Gold
98,Nicholas Murphy,Salt,41314 Kristin Locks - East Matthew - ND 55229,4320,Gold
99,Christian Williams,Jerash,2552 Sandra Motorway - Lake Felicia - ME 75851,1018,Silver
100,Molly Taylor,Amman,240 Mcknight Drive - Markport - MO 21911,1634,Silver
101,Karen Carpenter,Amman,9104 Edward Parkway - Patriciafort - NC 32930,671,Gold
102,Martin Galloway,Amman,705 Scott Passage - East Matthew - MA 25981,1427,Gold
103,Christine Gray,Jerash,50720 Stewart Mills - North Feliciachester - MD 20130,1280,Gold
104,Cindy Barnes,Madaba,9095 Davenport Pike - West Michael - VT 74501,3644,Bronze
105,Victoria Hicks,Amman,2467 Yolanda Heights - North Melissa - IL 12863,2021,Silver
106,Juan Robinson,Madaba,0784 White Shore - New Noahview - TN 34296,2100,Silver
107,David Daniels,Mafraq,762 Miguel View - Port Alexisview - WI 47512,3526,Silver
108,Amber Robertson,Madaba,6178 Johnson Row - Lake Morganport - MT 80913,2258,Silver
109,Lawrence Robinson,Irbid,34904 Casey Bridge - Amyside - MD 84623,164,Silver
110,Robert Beck,Zarqa,1360 Amanda Isle - West James - NM 33145,3148,Gold
111,Justin Lowe,Zarqa,46595 Seth Village - Salazarshire - UT 47056,3546,Gold
112,Steven Robinson,Amman,0191 Leslie Corner - South Lisa - NY 35164,3402,Silver
113,Jordan Barr,Salt,7472 Christina Ports - South Nicholasview - HI 03034,615,Gold
114,Robert Morrison,Madaba,3369 Andrea Wells - Phillipshaven - ND 57284,4552,Bronze
115,Brandon Cruz,Amman,0899 Smith Glen - Glassberg - KY 07438,3971,Bronze
116,Peter Ferguson,Madaba,2968 Jeffrey Point - Carlsonstad - SD 39090,372,Gold
117,Monica Pena,Mafraq,450 Alexandria Squares - Port Cindy - NC 51862,686,Gold
118,Madison Jenkins,Mafraq,65941 Jennifer Vista - East Randallland - NE 91633,1869,Silver
119,Kimberly Morrison,Zarqa,02438 Harrell Field - Port Michael - GA 86215,609,Gold
120,Natasha Garcia,Mafraq,534 Green Glens - Port Amber - DC 28467,3665,Bronze
121,Lisa Oconnor,Jerash,4465 Lisa Plains - Singletonstad - TN 34878,2887,Bronze
122,Alexandra Morrison,Salt,67518 Wallace Bypass - Amandamouth - VT 25073,4170,Gold
123,Linda Roberts,Jerash,77925 Michael Mount - Clarkmouth - CT 91074,4930,Gold
124,Shane Dominguez,Amman,62415 Torres Drive - South Taratown - ID 18344,3785,Bronze
125,Marissa Raymond,Aqaba,5176 Watkins Junctions - Tinafurt - NV 70729,1973,Bronze
126,James Ford,Madaba,4086 James Islands - Christopherhaven - AZ 98658,650,Silver
127,Curtis Johnson,Madaba,616 Jacob Tunnel - Sarahmouth - RI 60674,2044,Bronze
128,David Cunningham,Irbid,160 Welch Brooks - Callahantown - NY 35320,2291,Bronze
129,Alexander Huff,Jerash,889 John Shores - Lake Isabellaview - CT 46953,468,Gold
130,Crystal Johnson,Amman,19966 Duncan River - East Tony - LA 58818,2694,Bronze
131,Michele Rasmussen,Madaba,941 Barbara Cove - Stevenberg - NJ 88964,1406,Silver
132,Sandra Ford,Mafraq,5723 Susan Forge - Beanbury - PA 80910,338,Bronze
133,Debbie Adams,Aqaba,285 Neal Parkways - North Andrewmouth - AR 35139,2357,Silver
134,Kathleen Palmer,Mafraq,195 April Isle - Port Michelle - WA 46117,4102,Bronze
135,Andrea Wright,Mafraq,32426 Fisher Crossroad - Robertton - VA 76535,1323,Silver
136,Courtney Robinson,Zarqa,39615 Gill Plains - Whiteshire - MS 03998,4075,Silver
137,Tamara Richards,Amman,765 Walter Mountain - New Lisafort - NC 05611,1169,Silver
138,Jamie Cox,Jerash,3301 Chelsea Tunnel - Webbberg - AR 93339,4719,Bronze
139,Kim Hernandez,Irbid,83844 Mark Islands - Thomasstad - ND 80438,733,Bronze
140,Thomas Sanchez,Jerash,3913 Christopher Walks - Henryton - CT 49867,1637,Gold
141,Evelyn Clark,Mafraq,962 Timothy Trafficway - Taylorport - OH 40221,240,Silver
142,Lori Beard,Jerash,911 Katie Haven - West Nicholas - HI 75518,148,Silver
143,Sara Hendricks,Salt,826 Katie Row - Beasleyburgh - CA 54961,2073,Silver
144,Harry Leonard,Mafraq,223 Reginald Expressway - Ryanstad - DE 83597,115,Silver
145,Barbara Williams,Madaba,9125 Michael Plain - Erikaborough - AK 08403,4764,Gold
146,Carolyn Bryant,Salt,2690 Lisa Crest - Carlosburgh - NE 69060,2335,Silver
147,Lauren Anthony,Jerash,90992 Roman Springs - Wardtown - UT 11868,1356,Gold
148,Dakota Johnson,Madaba,68315 Alexis Island - Johnton - LA 23714,4343,Bronze
149,Richard Coleman,Irbid,0742 Miller Lock - South Cathystad - UT 22480,2124,Silver
150,Mrs. Sherry Watts DVM,Zarqa,76565 Williams Creek - Lake Steveborough - VA 63306,1323,Bronze
151,Timothy Benton,Zarqa,4581 Warren Prairie - Bakerchester - IN 65493,2860,Bronze
152,Paige Ford,Aqaba,340 Edwards Mill - Lake Lauraborough - NV 92954,638,Silver
153,Felicia Johnson,Mafraq,00651 Mary Branch - Port Emily - WI 10795,813,Gold
154,Mark Williams,Jerash,801 Martin Station - Howardmouth - NE 46495,2512,Silver
155,Nicholas Anderson,Salt,140 Delgado Cliffs - Scottland - SC 34786,4328,Silver
156,Dawn Curry,Aqaba,653 Williamson Wall - Lake Franklin - CA 54516,844,Bronze
157,Heather French,Mafraq,963 James Radial - Robertsview - VT 74482,1741,Gold
158,Wayne Swanson,Aqaba,46025 Mcdowell Skyway - Port David - SC 78722,769,Silver
159,Jordan Edwards,Jerash,48085 Bruce Plains - Bairdmouth - CT 20363,629,Silver
160,Shelley West,Madaba,1496 Thornton Plains - East Edward - AK 98764,3033,Gold
161,Stephanie Johnson,Aqaba,9680 Jessica Curve - South Joshuaport - DC 18726,2798,Silver
162,Sean Logan,Irbid,55537 Spencer Court - East Dillonchester - OR 10634,2205,Gold
163,Tamara Carlson,Mafraq,4029 Felicia Glen - Lindaburgh - NY 26211,4401,Bronze
164,Brian Andrews,Mafraq,3249 Dunn Parkways - East Danaport - WY 19260,3304,Silver
165,Dr. Christopher Singleton,Jerash,3596 Jennifer Walk - Cherylbury - ND 52844,1774,Silver
166,Kerry Garcia,Aqaba,956 Brown Brooks - Rodriguezbury - AR 75031,520,Bronze
167,Marcus Pham,Mafraq,6587 Candice Field - Port Matthew - ME 50104,3920,Silver
168,Jonathon Patterson,Mafraq,676 Randy Lights - Matthewport - MS 02811,4030,Silver
169,Dominique Rodriguez,Irbid,660 Jennifer Canyon - Davidland - RI 85304,434,Bronze
170,Daniel Lloyd,Mafraq,624 Sosa Overpass - Glassfort - VT 53261,4157,Silver
171,Lauren Smith,Irbid,188 Donald Tunnel - New Caroline - WI 86993,525,Gold
172,Deborah Osborne,Zarqa,20683 Rachel Gardens - West Yolandaborough - IA 35054,1707,Gold
173,Christine Walsh,Amman,794 Laurie Mews - Kellyside - AK 47344,1615,Gold
174,Angela Michael,Madaba,22480 Tiffany Drive - Stephenshire - AZ 97895,1050,Bronze
175,Linda Zimmerman,Zarqa,6378 Joel Valleys - North Brianview - KY 45027,2399,Gold
176,Caleb Hughes,Irbid,988 Clark Mountains - Mitchellburgh - UT 80738,4513,Bronze
177,Abigail Ortiz,Aqaba,6123 Rebecca Terrace - New Bryan - ID 85300,911,Bronze
178,Michael Rogers,Mafraq,2468 Clarence Cove - Lisahaven - NJ 81160,1871,Gold
179,Christine Chandler,Jerash,2577 Palmer Station - Farmerstad - NY 73311,833,Silver
180,Sharon Cruz,Salt,64655 Paul Coves - Martinburgh - VT 71311,1361,Bronze
181,Natalie Mathews,Aqaba,610 Pearson Ways - Angelaton - NV 21181,2172,Silver
182,Thomas Sampson,Amman,769 Tanya Knolls - West Rebecca - NV 59956,1784,Silver
183,Marcus Jones,Amman,6809 Karen Throughway - Turnerfurt - AZ 62216,1033,Gold
184,Sandra Walker,Madaba,675 Chambers Turnpike - North Johnfort - NV 68905,2439,Bronze
185,Elizabeth Adams,Amman,752 Barnes Harbors - East Daniel - CA 35286,3517,Bronze
186,Dawn Dougherty,Zarqa,46055 Martin Land - Johnmouth - WV 85037,3070,Gold
187,Isaiah Gross DDS,Jerash,139 Patterson Crossing - Port Jamesstad - WA 17075,740,Gold
188,Jennifer Huynh,Aqaba,0109 Mcdonald Mall - Valerieton - PA 68801,3520,Silver
189,Dorothy Roberts,Salt,043 Garrett Crossing - Lake Robert - AL 76654,4350,Bronze
190,Terri Gray,Madaba,69365 Andrew Summit - Loweburgh - TX 82808,2901,Silver
191,Amanda Macdonald,Zarqa,89245 West Light - Lake Elizabethview - AZ 59689,1938,Bronze
192,Ana Jackson,Amman,223 John Inlet - Robinsonstad - AZ 29422,2934,Gold
193,Alyssa Ellis,Salt,38326 Kyle Fall - Nelsonville - OH 24023,25,Bronze
194,John Sloan,Jerash,65753 Erin Lights - Levineburgh - NV 11438,1243,Bronze
195,Andrew Ramirez,Amman,66512 Monroe Cliff - Melanieland - WV 51759,765,Gold
196,Brian Davis,Zarqa,665 Ashley Ranch - Atkinsmouth - NM 72829,1932,Gold
197,Robert Brown,Salt,99651 George Row - Ashleyland - FL 02101,2069,Gold
198,Lauren Byrd,Mafraq,152 Brian Village - East Chloe - KS 80744,2500,Bronze
199,Bryan Marquez,Zarqa,62119 Johnson Wall - Joelberg - MA 67950,4045,Silver
200,Tammy Jackson,Mafraq,455 Grace Track - West Cesartown - DE 15809,4679,Bronze
201,John Small,Mafraq,667 Buckley Ferry - Davidborough - OH 25217,1844,Silver
202,Eric Webb,Amman,41062 Jennifer Mountain - Jasonstad - PA 87446,790,Bronze
203,Jose Gonzalez,Salt,9116 Wagner Brook - Jimmyfort - IN 33485,4867,Gold
204,Jennifer Baker,Zarqa,462 William Coves - Reedside - NY 03247,673,Gold
205,Luis Myers,Amman,045 John Shore - Matthewville - KY 53035,238,Silver
206,Susan Russell,Amman,91657 Vaughn Court - Port Josephland - ND 12797,4886,Bronze
207,Jason Davila,Salt,44163 Preston Meadow - New Alexandramouth - MD 63821,4249,Gold
208,Donna Parks,Madaba,3309 Patrick Creek - Sarahton - AR 75995,3201,Silver
209,Karina Price,Amman,882 Gonzalez Keys - Kendraberg - MN 27439,3588,Bronze
210,Kara Brooks,Madaba,403 Hamilton Common - Rachelland - MO 01346,1111,Gold
211,Patricia Gibbs,Amman,788 Jackson Mountains - Moraleston - PA 21664,1062,Silver
212,Bobby Rogers,Madaba,07239 James Road - Murrayton - MA 85332,2298,Bronze
213,Jennifer Booker,Amman,951 Yolanda Bypass - Hubbardburgh - GA 84621,3872,Gold
214,David Barnes,Jerash,7700 Christopher Unions - Port Jessicaton - CO 61562,3026,Bronze
215,John Castro,Jerash,566 James Ports - Brittanyburgh - ID 00694,4730,Silver
216,Lori Peterson,Aqaba,607 Jason Court - Floresborough - AL 90585,2492,Silver
217,Kenneth Mitchell,Jerash,285 Dean Ridges - Port Aaronhaven - TX 82851,3904,Gold
218,Amy Jennings,Salt,698 Logan Unions - Dianemouth - SD 96263,1807,Bronze
219,Luis Espinoza,Irbid,66825 Neal Roads - East Brianna - TX 63324,4457,Bronze
220,Samuel Moran,Irbid,95086 Strickland Underpass - Julieville - OR 63546,846,Silver
221,Connor Flores,Madaba,46819 Rogers Valleys - West Paul - WV 48895,1567,Silver
222,Bianca Rich,Irbid,232 Miller Heights - Melissaville - IA 89714,2489,Silver
223,Christopher Cook,Madaba,0591 Everett Locks - Lake Mark - AK 61136,2015,Gold
224,Jason Olson,Salt,27468 Brown Avenue - Marquezstad - AZ 75251,2725,Bronze
225,John Dean,Irbid,5610 Vanessa Shoal - Jonestown - ME 33268,2601,Gold
226,Steven King,Madaba,2525 Rhodes Club - South Jermainechester - MN 50548,450,Gold
227,Christine Ball,Aqaba,01510 Thomas Common - Edwardmouth - NH 28317,979,Silver
228,John Blackburn,Amman,61658 Cardenas Ramp - North Lance - NC 35759,462,Bronze
229,Erika Mitchell,Mafraq,51783 Christopher Causeway - Smithbury - VA 65014,3816,Bronze
230,Thomas Greer,Irbid,38482 Samantha Keys - Stuarttown - FL 50851,2170,Gold
231,Jacob Murphy,Jerash,734 Lester Cliff - North Mariahaven - AL 07292,3912,Silver
232,Gregory King,Aqaba,3932 Ortiz Unions - South Jennifer - AK 39701,3988,Gold
233,Ashley Lawson,Mafraq,5103 Michael Throughway - Jessicaview - CO 87076,3199,Bronze
234,Michael Williams,Zarqa,8372 Fowler Fields - Tamiland - OK 90834,2244,Gold
235,Benjamin Jones,Mafraq,4361 Clark Place - Rebeccahaven - MT 24823,714,Gold
236,Randy Ruiz,Madaba,3191 Bill Drive - Sanchezport - MD 10399,1712,Bronze
237,Joseph Marsh,Jerash,9216 Paul Trafficway - Delacruzton - MD 47766,1659,Bronze
238,Steven Salazar,Irbid,4355 Michelle Mall - Gilbertshire - LA 02968,4957,Gold
239,Ariel Osborne,Salt,8707 Jackson Pike - Wandabury - AR 55234,1306,Silver
240,Joshua Martin,Jerash,39825 Powell Radial - Greenechester - OK 22161,4122,Gold
241,Andrew Phillips,Madaba,0417 Maria Shoals - Santanaton - NJ 62945,1100,Gold
242,Christopher Becker,Zarqa,43652 Barbara Ramp - South Jaredport - WI 94311,2649,Bronze
243,Alicia Shannon,Salt,7610 Silva Causeway - East Randyburgh - CA 89965,4219,Bronze
244,Susan King,Jerash,37407 Wilson Lights - Connerbury - VT 76351,4865,Gold
245,Julie Vargas,Jerash,55572 Rangel Drives - Gregton - GA 36956,1556,Silver
246,Loretta Costa,Amman,23692 Leonard Glens - Shannonport - NC 32334,110,Silver
247,Stephanie Gross,Salt,2371 John Path - Lisafurt - KS 40859,1063,Gold
248,Janet Clayton,Salt,331 Thornton Avenue - Jamesstad - OK 11730,4766,Bronze
249,Kimberly Harris,Salt,08447 Jackson Heights - Matthewstad - WY 72553,3579,Silver
250,Kim Robbins,Salt,7912 David Parkway - New Aaron - OH 46182,1705,Gold
251,Jennifer Vaughan,Aqaba,769 Mann Mountain - New Robert - OK 96675,4406,Silver
252,Mr. Daniel Schmidt,Madaba,74215 Phillips Loop - Kyletown - OR 92536,2714,Silver
253,Christopher Garza,Zarqa,957 Torres Stravenue - South Kelly - VT 58657,1847,Bronze
254,Connie Harrison,Madaba,941 Anna Point - North Kristintown - KS 04709,4566,Silver
255,Stephen Cole,Irbid,59386 Michael Dam - Port Suzanneside - SD 17016,3635,Gold
256,Jennifer Chavez,Amman,07065 Lee Prairie - Port Elizabeth - OR 79825,761,Silver
257,Chase Bennett,Aqaba,859 Michael Via - Port Matthewport - MA 94963,3383,Gold
258,Maria Wilson,Amman,36766 Brown Stream - Kirkport - AR 94403,3936,Silver
259,Blake Bradley,Amman,0553 Gary Union - Tinachester - OK 14764,3512,Gold
260,Mark Gonzalez,Aqaba,4700 Jenna Mill - East Dominiquestad - TX 86321,4916,Gold
261,Renee Wilcox,Salt,642 Wright Fork - Hancockhaven - TX 45709,99,Silver
262,Scott Davis,Madaba,04933 Lowe Freeway - Pamelashire - WI 63897,3157,Silver
263,Brian Cook,Aqaba,062 Mccall Canyon - Alishamouth - IA 16195,4879,Gold
264,Jamie Edwards,Aqaba,365 West Turnpike - Elijahview - OR 07517,1817,Gold
265,Ashley Green,Mafraq,6742 Kelly Square - Tonychester - CA 12630,4121,Gold
266,Mrs. Kimberly Alexander,Aqaba,849 George Brooks - Morrisborough - CA 51305,1053,Bronze
267,Emma Ramos,Amman,62323 Thomas Lake - Martinfort - MI 23836,2448,Gold
268,Anthony Bishop,Mafraq,686 Taylor Burg - North Kristenmouth - MN 53976,1029,Bronze
269,Michael Alvarado,Irbid,867 Michael Pine - South Christopher - WI 66983,432,Gold
270,Patrick Sanchez,Jerash,458 Navarro Inlet - Greenchester - FL 39296,4495,Bronze
271,Charles Turner,Madaba,1820 Fernandez Ports - Carrieville - NC 09788,1024,Silver
272,Sara Ray,Salt,914 Michael Light - Michaelmouth - CT 19463,3643,Silver
273,Robert Castillo,Salt,520 Jennifer Lights - Port Misty - MN 81074,3402,Bronze
274,Sharon Taylor MD,Amman,5176 Roth Loaf - Lake Thomashaven - MS 46593,198,Bronze
275,Heidi Simmons,Zarqa,3148 James Run - Nashberg - ID 04743,3695,Silver
276,Christopher Perez,Irbid,3598 Brown Mews - North Peggy - AR 84136,1102,Gold
277,Megan Lowery,Irbid,6195 Sean Walk - East Josephtown - RI 24877,3442,Bronze
278,Angela White,Mafraq,9111 Alicia Extension - Lake Glenn - SC 63784,2256,Bronze
279,Jonathan David,Jerash,468 Johnson Court - Jaredchester - ND 06997,3495,Gold
280,Heather Nichols,Madaba,572 Liu Passage - Lake Jaredmouth - MS 89078,4543,Bronze
281,Jamie Riley,Irbid,40759 Alexis Islands - New Eric - WA 14510,3124,Silver
282,Daniel Chan,Madaba,865 Lozano Courts - South Vanessaton - OH 24103,313,Bronze
283,Brenda Barker,Jerash,70625 Jeremy Place - West Williamland - MD 68140,1180,Gold
284,Joseph Wells,Jerash,0909 Long Courts - Mossfurt - WV 45421,4394,Gold
285,Sandra Smith,Aqaba,50145 David Views - South Robert - MO 93060,3718,Gold
286,Melanie Clark,Irbid,9367 Chang Inlet - West Jasonview - WA 78543,4199,Silver
287,Bethany Barron,Madaba,527 Fowler Keys - New Jasonton - AK 47123,1176,Bronze
288,Becky Boyd,Jerash,928 Alexander Points - Joshuaberg - WI 09791,704,Silver
289,Catherine Lopez,Irbid,5411 Ariel Lock - East Daniel - WA 49892,813,Silver
290,Julie Gonzalez,Aqaba,014 Mclaughlin Canyon - West Elizabethshire - ME 86756,1742,Gold
291,Anthony Dunn,Amman,53294 Johnson Canyon - Brennanport - AL 11924,450,Silver
292,Eddie Kelley,Irbid,459 Rogers Lodge - Port Katherine - NC 19967,1098,Silver
293,Jane Hurst,Amman,9650 Rice Ramp - Duranberg - AL 25463,1215,Gold
294,Luis Chavez,Zarqa,123 Peters Trail - Smithville - WA 60535,617,Silver
295,Gina Stone,Irbid,3510 Kimberly Forest - Travisstad - MS 39035,180,Silver
296,Brandy Clarke,Mafraq,1523 Parker Neck - Patrickborough - PA 07017,3788,Gold
297,Stephanie Black,Mafraq,82572 Myers Squares - New Lisa - OR 75520,1606,Bronze
298,Timothy Ball,Mafraq,06595 Chad Keys - Port Diane - NV 35595,3411,Bronze
299,Louis Rodgers,Jerash,156 Michaela Streets - Morganport - SD 40340,2028,Bronze
300,Angela Cook,Zarqa,658 Lynch Loop - Port Danland - WY 12924,4375,Silver
301,Samuel Quinn,Aqaba,481 Christopher Grove - East Johnville - MT 38692,2570,Gold
302,Christopher Mora,Salt,81429 Cowan Drive - New Aaronville - IN 53313,3025,Bronze
303,Ashley Cochran,Irbid,1291 Karen Lock - West Edwardburgh - WA 23337,3291,Silver
