customer_id,customer_name,city,address,points,membership_type
29,Joseph Rogers,Madaba,243 Angela Ridges Suite 181,462,Bronze
30,Debra Smith,Aqaba,8906 Salinas Circle,4511,Silver
31,Samuel Winters,Salt,398 Mark Manor,2017,Silver
32,Bruce Christian,Irbid,7628 Short Landing,1209,Gold
33,Kathleen Hughes,Madaba,6027 Griffin Summit Apt. 373,1422,Gold
34,Tammy Lee,Madaba,9656 Alexis Mills Apt. 320,2909,Gold
35,Anna Maddox MD,Karak,09486 Figueroa Pass Apt. 472,2552,Platinum
36,Susan Norman,Ajloun,17820 Stephens Extension,3454,Platinum
37,Curtis Walsh,Aqaba,6443 Vargas Green,2502,Gold
38,Rachel Juarez,Irbid,3257 Annette Orchard,3889,Bronze
39,Linda Lopez,Zarqa,546 Anthony Plains Suite 500,3739,Bronze
40,Mark Rollins,Aqaba,9925 Steven Club Apt. 049,4384,Bronze
41,Anna Brown,Irbid,75907 Mary Corner,3133,Bronze
42,Thomas Huerta,Salt,338 Espinoza Stream Suite 867,1828,Bronze
43,Cheyenne Robinson,Irbid,32459 Tina View Apt. 964,2725,Silver
44,Michael Johnson,Karak,59954 Carpenter Streets Suite 920,4536,Bronze
45,Chad Williams,Jerash,5465 Troy Mountains Suite 644,2171,Platinum
46,Jessica Smith,Jerash,612 Mooney Pike Apt. 830,4731,Bronze
47,Patrick Patterson,Madaba,839 Gloria Station Suite 779,2430,Silver
48,Douglas Williams,Zarqa,5270 Knight Course,3180,Platinum
49,Rachel Hutchinson,Mafraq,581 Thomas Brooks Suite 759,1619,Platinum
50,Karen May,Ajloun,2643 Alexandra Lakes,914,Silver
51,Jeffrey Lawrence,Salt,04167 Jordan Parkway Suite 525,869,Bronze
52,Nicholas Dougherty,Zarqa,4010 Burton Road,2963,Gold
53,Dennis Ward,Aqaba,990 Barton Highway Suite 077,4113,Platinum
54,Anthony Williams,Amman,1811 Clark Station,2329,Silver
55,Zachary Bautista,Mafraq,2850 Lucas Haven,1092,Silver
56,Jeffrey Greene,Karak,93050 Diaz Crescent,2607,Gold
57,Sara Collins,Zarqa,8952 Jordan Neck,101,Silver
58,Andrew Ray,Jerash,2643 Beverly Fall Apt. 574,3073,Gold
59,Robin Garner,Ajloun,5284 Anderson Heights Apt. 034,936,Silver
60,Steven Cross,Zarqa,092 Stacy Row,103,Bronze
61,Carrie Mendoza,Salt,7684 Wallace Ville Apt. 088,2323,Silver
62,Michelle Price,Salt,802 Andrew Center,1924,Bronze
63,Jamie Nicholson,Karak,3008 Carpenter Summit Apt. 619,1934,Platinum
64,Krista Lester,Salt,29815 Michael Pine,823,Platinum
65,Richard Roberts,Madaba,228 Todd Forge,4840,Gold
66,Ashley Mcclain,Mafraq,8605 Richardson Inlet Apt. 377,4006,Gold
67,Matthew Flores,Karak,94067 Kimberly Creek Apt. 198,2752,Bronze
68,Kelly Harrington,Amman,49972 Sanchez Estates Suite 623,3799,Platinum
69,Joshua Howard,Irbid,998 Smith Pass,2384,Gold
70,Lisa Young,Zarqa,567 Tate Lodge,854,Platinum
71,Allison Walton,Ajloun,7444 Hernandez River,4773,Silver
72,Gina Stanley,Mafraq,050 Stephen Valley Apt. 615,1045,Gold
73,Renee Marshall,Amman,5746 Teresa Freeway Suite 508,1936,Platinum
74,Lauren Anderson,Karak,765 Barber Plain,4583,Gold
75,Nicole Evans,Mafraq,851 Mathis Ville Apt. 479,2241,Gold
76,Angela Guzman,Karak,6677 Sanchez Stream,3909,Platinum
77,Aaron Baker,Amman,85480 Donald Freeway,1938,Gold
78,Daniel Martinez,Aqaba,950 Grant Junction Suite 196,3533,Platinum
79,Maureen Black MD,Salt,15915 Stacey Hill,2720,Platinum
80,Michelle Wheeler,Ajloun,798 Dunn Flats Suite 682,2738,Gold
81,Kelly Holloway,Mafraq,5211 John Park Apt. 847,1525,Silver
82,Daniel Robinson,Salt,54507 Brittney Divide Apt. 412,4990,Platinum
83,Nathaniel Perez,Aqaba,180 Elizabeth Ridge Suite 122,2555,Silver
84,Edward Boyle,Aqaba,8811 Rachel Common Apt. 069,197,Platinum
85,Jonathan Thomas,Zarqa,5098 Luis Streets,2262,Silver
86,Raven Parker,Irbid,367 Stephanie Wells,1939,Silver
87,Sharon Williams,Madaba,14006 Tracy Stream Suite 995,137,Silver
88,Scott Caldwell,Karak,85579 Moran Pines,4518,Platinum
89,Jason Myers,Irbid,9159 Branch Hollow Suite 209,2984,Bronze
90,Matthew Shannon,Amman,228 Chad Point Suite 990,4512,Bronze
91,Joseph Murray,Jerash,74075 Joshua Oval,1596,Bronze
92,Roger Watson,Mafraq,40427 Singh Forks Suite 005,1730,Silver
93,Melissa Taylor,Irbid,971 Shields Walks,2243,Silver
94,Becky Blankenship,Salt,5585 William Union Suite 663,1706,Bronze
95,Kimberly Davis,Karak,124 Patrick Wall,337,Platinum
96,Crystal Johnson,Irbid,2353 Humphrey Extensions Apt. 260,858,Platinum
97,Justin Sanchez,Madaba,20026 Patrick Plaza Suite 951,3160,Silver
98,Lindsey Davis,Jerash,42284 Maria Grove,1328,Gold
99,Garrett Hunt,Ajloun,5368 Tamara Views Apt. 765,4867,Bronze
100,Lori Mcmahon,Karak,6791 Davis Stravenue Apt. 471,1266,Silver
101,Holly Crawford,Salt,653 Kendra Drive,2416,Bronze
102,James James,Aqaba,60786 James Village,1345,Gold
103,Linda Mitchell,Salt,1705 Jade Shoals,1948,Platinum
104,Kerri Edwards,Salt,416 Boyd Island,2487,Bronze
105,Penny Hartman,Madaba,67380 Brown Fords,2435,Gold
106,Samantha Gill,Amman,793 Shannon Fords,609,Gold
107,James Williams,Salt,89006 Mueller Burgs Apt. 142,373,Platinum
108,Brianna Cruz,Karak,7113 Norma Port,3417,Bronze
109,Jason Cooper,Salt,23676 Colleen Greens Suite 890,4818,Gold
110,Tyler Patterson,Karak,096 Margaret Plaza Suite 072,1003,Silver
111,Andrew Chang,Mafraq,4210 Green Mountains Apt. 874,2179,Gold
112,Amy Franklin,Jerash,853 Christian Streets,2808,Gold
113,Sergio Stevenson,Irbid,058 Joshua Avenue,159,Bronze
114,Michelle Barnes,Amman,13705 Hall Roads,3538,Bronze
115,Michael Davis,Aqaba,595 Michael View,195,Silver
116,Mark Miller,Salt,408 Jackson Tunnel Apt. 982,4198,Gold
117,Rebecca Rodriguez,Ajloun,10062 Chad Wall,845,Bronze
118,Jacob Chambers,Salt,925 Holland Springs,2473,Platinum
119,Max Watson,Madaba,237 Phillips Squares Suite 763,1640,Gold
120,John Sanders,Madaba,191 Weiss Hill,3911,Bronze
121,Crystal Cameron,Madaba,84469 Paul Canyon,4026,Platinum
122,Mariah Bray,Zarqa,783 Hamilton Spurs,4004,Platinum
123,Robert Murphy,Madaba,1084 Mccormick Square,1823,Gold
124,Noah Smith,Aqaba,82421 Gutierrez Ways Suite 452,2025,Platinum
125,Jacob Woods,Mafraq,2063 Michelle Springs Apt. 111,1520,Platinum
126,Lisa Anderson,Jerash,9619 Hopkins Terrace Suite 305,1957,Bronze
127,David Richardson,Irbid,542 Gabriel Heights,2621,Platinum
128,Curtis Erickson,Amman,887 Dennis Hills,1203,Silver
129,Christopher Moore,Amman,86520 Lewis Fall,3272,Silver
130,Jamie Williams,Madaba,36996 Nathan Forks Suite 735,154,Silver
131,Ashley Gardner,Irbid,085 Tammy Oval,4675,Gold
132,Billy Chambers,Madaba,82517 Jeffrey Summit,2634,Gold
133,Emily Johnson,Karak,4182 Heather Shoal Apt. 838,4998,Gold
134,Luis Hill,Amman,9958 Garza Forks,2850,Gold
135,Bryan Ramirez,Ajloun,79203 Villanueva Station Apt. 200,1043,Gold
136,Nicole Watkins DVM,Irbid,62134 Jesse Lake,3531,Silver
137,Jason Brown,Zarqa,572 Gibbs Estate Apt. 492,4901,Platinum
138,Steve Rogers,Mafraq,5915 Dixon Estate,4580,Gold
139,Aaron Gonzales,Madaba,60858 Jones Row Apt. 218,2212,Silver
140,Cody Dillon,Amman,802 Jackson Union Apt. 107,247,Bronze
141,Elizabeth Simon,Aqaba,28192 Flynn Road,1565,Platinum
142,Ashley Cuevas,Madaba,5782 Megan Prairie,2481,Gold
143,Colleen Lopez,Mafraq,27699 Kristy Ways,4171,Silver
144,Claudia Lamb,Irbid,95449 Allen Shores,1276,Platinum
145,Shawn Marquez,Madaba,65844 Lisa Lane,4902,Gold
146,James Perry,Amman,665 Michael Key,1937,Bronze
147,Gilbert Rodriguez,Karak,060 Sosa Trail Suite 675,1108,Gold
148,John Crane,Karak,27942 Jones Mall Suite 799,1644,Bronze
149,Aaron Mcknight,Mafraq,04553 Bullock Mission,768,Bronze
150,Chelsea Chung,Karak,31805 Velez Summit Suite 722,3242,Bronze
151,Jacqueline Adams,Zarqa,34416 Emily Radial,2814,Bronze
152,Jessica Russell,Karak,051 Rogers Orchard Suite 218,424,Gold
153,Teresa Garcia,Salt,257 Fox Centers,2336,Silver
154,Brian Flowers,Amman,451 Betty Unions Apt. 025,3561,Bronze
155,Thomas Kelley,Ajloun,91800 Bridget Stream,4115,Silver
156,Mary Medina,Madaba,18798 Angel Stravenue Suite 196,1244,Gold
157,Emily Martin,Salt,20860 Jody Estates Apt. 972,2134,Bronze
158,Lisa Campbell,Jerash,4754 Jason Crossroad,822,Gold
159,Joseph Thompson,Madaba,80493 Jared Overpass Suite 897,4412,Bronze
160,Richard Poole,Mafraq,06986 Robert Ville,755,Silver
161,Joshua Anderson,Madaba,01729 Weeks Curve,3364,Bronze
162,Leonard Fernandez,Jerash,0666 Smith Curve Apt. 330,671,Platinum
163,Sandra Johnson,Amman,2654 Ward Summit,4358,Bronze
164,Sarah Payne,Jerash,603 Michael Manor,368,Silver
165,Molly Keller,Jerash,20096 Lucas Ridge,3746,Bronze
166,Paul Jacobs MD,Mafraq,3496 Johnson Mount,2655,Platinum
167,April Anderson,Salt,471 Latasha Drive,1135,Bronze
168,Jeremy Johnson,Amman,0845 Lacey Fields,3721,Bronze
169,Michelle Dixon,Salt,01478 Crawford Crest,931,Gold
170,Marie Gregory,Irbid,72685 Russell Landing,1921,Silver
171,Kyle Wilson,Irbid,1719 Pham Forks,2892,Platinum
172,Sharon Maldonado,Amman,990 Green Spur Apt. 210,4245,Silver
173,Laura Edwards,Zarqa,345 Davis Knoll,4033,Silver
174,Theresa Bass,Ajloun,278 Philip Meadow Suite 589,2259,Silver
175,Holly Carter,Jerash,5879 Jill Streets,1153,Gold
176,Melissa Fuentes,Madaba,906 Clarke Roads,802,Silver
177,Shirley Martinez,Madaba,803 Sparks Islands,4776,Gold
178,Adam Hunter,Madaba,655 Meadows Drives,608,Silver
179,Amanda King,Amman,456 Douglas Branch Apt. 963,4975,Gold
180,Melanie Spencer,Irbid,4007 Hamilton Squares Suite 149,4862,Silver
181,Bill Chambers,Ajloun,8127 Liu Unions Suite 530,4176,Silver
182,Joshua Perez,Jerash,80677 Linda Crest,1433,Gold
183,Jennifer Shea,Mafraq,45279 Jessica Villages,1232,Bronze
184,Michael Hunter,Madaba,6778 Travis Plaza Suite 656,4973,Gold
185,Joshua Smith,Karak,087 Eric Ranch,1314,Gold
186,Robert Peters,Salt,8360 Elizabeth Wells Apt. 546,3073,Gold
187,Judith Kirk PhD,Zarqa,9091 Reed Ports Suite 657,4337,Platinum
188,Larry Jones,Jerash,50093 Scott Loaf Apt. 490,4638,Gold
189,Maurice Miller,Ajloun,55100 Tara Row Apt. 035,1200,Bronze
190,Candice Wilson,Madaba,49088 Shaffer Ridge Suite 851,249,Bronze
191,Debra Hill,Salt,0254 Sandoval Mission,1452,Platinum
192,Andrew Thompson,Jerash,200 Hampton Lodge Suite 974,3331,Platinum
193,Veronica White,Zarqa,0933 Martinez Inlet Suite 079,437,Platinum
194,Jason Robinson,Mafraq,991 Torres Crossing Apt. 416,3895,Silver
195,Elizabeth Savage,Ajloun,08147 Rhonda Divide,4225,Silver
196,Danielle Guzman,Madaba,92523 Williams Trafficway,2714,Gold
197,Amanda Knox,Ajloun,5860 Lyons Stream,1142,Platinum
198,Jose Hunter,Madaba,704 Andrew Mountain Suite 625,638,Platinum
199,Susan Williams,Irbid,81368 Roy Pines,48,Platinum
200,Aaron Sandoval,Zarqa,783 Weeks Estates Suite 712,3118,Gold
201,Richard Garcia,Zarqa,225 Teresa Forge Suite 340,2275,Gold
202,Adrian Mendoza PhD,Mafraq,3090 Sally Bypass Suite 349,2490,Bronze
203,Zachary Johnson,Zarqa,1224 Daniel Groves Apt. 114,2287,Silver
204,Julie Green,Ajloun,3833 Kevin Points,4593,Silver
205,Wesley Mason,Zarqa,228 Karen Views Suite 539,867,Gold
206,William Freeman PhD,Karak,91999 Kelley Port,2314,Bronze
207,Jackie Williams,Amman,7464 Taylor Ridges Apt. 141,4679,Gold
208,Richard Daniels,Salt,5791 Gonzalez Ports Suite 665,2267,Gold
209,Robin Kim,Aqaba,603 Richmond Overpass Apt. 431,4145,Bronze
210,Melody Dunn,Ajloun,780 Emily Expressway Suite 652,3205,Gold
211,Lisa Jones,Irbid,4588 Carr Lodge Apt. 092,1724,Silver
212,Michael Jackson,Salt,2863 Thomas Estate Suite 942,3851,Bronze
213,Heather Rodriguez,Madaba,1850 Cruz Unions,1243,Silver
214,John Martinez,Irbid,55437 Ramsey Forest Apt. 421,807,Gold
215,Beth Meadows,Aqaba,93006 Smith Hills Suite 712,276,Bronze
216,Raymond Collins,Madaba,6024 Mark Pass Apt. 805,4783,Bronze
217,Cheryl Fowler,Zarqa,94450 Courtney Cove Suite 919,758,Bronze
218,Caitlin Tucker,Amman,78467 Haley Roads Apt. 095,3875,Silver
219,Sharon Gutierrez,Jerash,4609 Deleon Pine Apt. 776,2840,Silver
220,Gregory Marks,Salt,0619 Welch Radial,1712,Gold
221,William Brown II,Karak,932 Christy Trail,4801,Silver
222,Robert Noble,Karak,39191 Marcus Manors Suite 415,2622,Gold
223,Barbara Simon,Madaba,3170 Patrick Radial Apt. 691,271,Bronze
224,Russell Beck,Salt,18294 Stein Freeway,1682,Bronze
225,Jessica Mcneil,Madaba,2043 Jason Viaduct Suite 088,1867,Bronze
226,Richard Greene,Jerash,15394 Kimberly Ways Apt. 296,4469,Gold
227,Ashley Harris,Mafraq,375 Wilson Prairie Suite 921,662,Silver
228,Christine Morales,Amman,76738 Graves Isle,725,Gold
229,Melissa Ruiz,Madaba,430 Taylor Groves,3685,Gold
230,Todd Jones,Salt,27212 Alex Shoal,282,Bronze
231,Pam Hinton,Salt,165 Long Curve,3476,Platinum
232,Judy Bowers,Irbid,790 Garcia Mills,3826,Gold
233,Cynthia Dean,Madaba,45990 Robert Locks Apt. 848,2707,Silver
234,Shawn Jensen,Irbid,590 Jamie Falls,3579,Bronze
235,Margaret Smith,Mafraq,127 Johnson Mountains,3668,Gold
236,Nicholas Leonard,Irbid,433 Medina Rue,1508,Bronze
237,Kelly Bauer,Jerash,279 Keith Drive,4496,Silver
238,Roy Wilson,Irbid,67602 Leonard Forks Suite 023,2353,Gold
239,Lisa Carlson,Mafraq,49029 Ferguson Islands,1762,Platinum
240,Angela Johnson,Irbid,382 Veronica Circles,4547,Platinum
241,Stanley Mcintyre,Irbid,286 Jones Crossing,1220,Platinum
242,Elizabeth Williams,Amman,10544 Tyler Lock,1575,Platinum
243,Nancy Bradford,Mafraq,0646 Pamela Avenue,4181,Gold
244,Theresa Robinson,Ajloun,2862 Mary Ramp Suite 881,2705,Bronze
245,Christy Lopez,Zarqa,428 Aguilar Islands Apt. 351,4652,Platinum
246,David Bond,Mafraq,00917 Heather Extensions Suite 264,2062,Bronze
247,Robert Charles,Ajloun,5452 Jackson Via,2500,Platinum
248,Zachary English,Zarqa,51506 Christopher Locks,2708,Platinum
249,Patrick Greer,Karak,6918 Quinn Roads,1611,Silver
250,Mr. Joseph Carter DDS,Aqaba,65395 William Drive Suite 450,411,Platinum
251,Emily Allen,Jerash,371 Patty Creek Suite 986,1306,Silver
252,Michael Miller,Karak,58353 Scott Port Suite 082,361,Silver
253,Kelly Flores,Karak,03158 Samantha Union Suite 314,2578,Silver
254,John Taylor,Karak,02653 Christopher Island,4940,Silver
255,Wanda Gomez,Mafraq,6438 Tyler Union,2962,Gold
256,Jessica Gibson,Karak,40828 Smith Hills Suite 288,1801,Bronze
257,James Klein,Ajloun,32092 David Harbor Suite 983,4224,Platinum
258,Darrell Short,Jerash,1250 Hill Junction Suite 701,4985,Bronze
259,Danielle Hayes,Zarqa,90671 Smith Pass,3533,Silver
260,Lisa Ford,Karak,53945 Young River,4923,Bronze
261,Lawrence Williams,Madaba,624 Lynch Row Suite 961,3816,Platinum
262,Karen Gray,Jerash,189 Smith Village Apt. 595,3858,Silver
263,Jerry Hughes,Mafraq,94178 Weaver Throughway,2789,Bronze
264,Jocelyn Dennis,Amman,915 Juan Hollow,2685,Gold
265,Anna Cochran,Madaba,5234 Allen Valley,4586,Silver
266,Justin Holt,Salt,11944 Young River Suite 115,386,Platinum
267,Michele Williams,Ajloun,721 Michael Tunnel Apt. 112,203,Platinum
268,Erika Estes,Mafraq,0740 Hughes Route Apt. 656,4290,Silver
269,Jenna Raymond,Mafraq,18288 Hart Green,2189,Platinum
270,Cassidy Williams,Jerash,43649 Weber Fork,234,Bronze
271,Jenny Jackson,Ajloun,611 Brandi Well,2866,Bronze
272,Jacob Moore,Salt,079 Erin Manors Apt. 218,4092,Gold
273,Wendy Hood,Ajloun,055 Mary Motorway Suite 696,978,Gold
274,Lynn Barnes,Aqaba,667 Jamie Points,3176,Bronze
275,Pamela Santos,Karak,00470 Mitchell Prairie Suite 452,3155,Gold
276,Robin Rogers,Madaba,228 Jesse Junctions,771,Platinum
277,Jacob Riley,Karak,9880 Jacqueline Manors Suite 202,2734,Bronze
278,Todd Barnes,Irbid,41389 Joy Brooks,159,Silver
279,Erica Smith,Irbid,6626 Gloria Isle,1442,Platinum
280,Erika Lin,Madaba,7063 Kristen Isle Suite 390,1390,Platinum
281,Allen Williams,Zarqa,26811 Richardson Harbors Apt. 113,4926,Silver
282,Daniel Hahn,Madaba,580 Chad Prairie Apt. 986,1371,Platinum
283,Bill Miller,Ajloun,56960 Christina Causeway Suite 790,1402,Gold
284,Matthew Huff,Jerash,20037 Ward Prairie Suite 266,1390,Gold
285,Benjamin Anderson,Mafraq,5761 Pope Crest,1891,Bronze
286,Thomas Duncan,Aqaba,83515 Michael Mount,35,Silver
287,Natalie Everett,Madaba,592 Katie Ville Apt. 730,3112,Bronze
288,Christopher Houston,Zarqa,51599 Briana Shores Suite 717,700,Bronze
289,Diane Murray,Salt,3705 Lisa Rapid,3216,Platinum
290,Jennifer Whitehead,Salt,6311 Amber Grove Apt. 520,743,Platinum
291,Michelle Wilson,Amman,7986 Figueroa Pass Apt. 803,600,Bronze
292,Michael Wilcox,Amman,096 Thomas Roads Apt. 456,1804,Gold
293,Jacob Huff,Salt,413 Roberts Shores Suite 373,261,Bronze
294,Andrea Rodriguez DDS,Mafraq,91700 Jake Crossroad,3060,Silver
295,Brian Miller,Amman,951 Anthony Tunnel,3483,Bronze
296,Timothy Watkins,Salt,6338 Soto Dam Apt. 525,1086,Silver
297,Leslie Nelson,Jerash,35421 Hamilton Way,605,Gold
298,Kevin Harding,Madaba,248 Hughes Drives Suite 140,3972,Silver
299,Lisa Byrd,Aqaba,851 Galvan Trail,2327,Bronze
300,Jason Downs,Madaba,38056 Kimberly Via,342,Gold
301,Valerie Jimenez,Salt,831 Pierce Passage,3240,Gold
302,Amy Patterson,Salt,445 Armstrong Stravenue Suite 194,801,Platinum
303,Gerald Merritt,Aqaba,6256 Ryan Avenue Apt. 524,4487,Silver
304,Emma Edwards,Salt,8290 Melissa Streets Apt. 429,4014,Platinum
305,Sergio Moore,Karak,49010 Sabrina Track Suite 404,2016,Platinum
306,Lindsey Rodgers,Zarqa,785 Smith Island Suite 354,1870,Platinum
307,Brandi White,Amman,76303 Hoover Isle Apt. 874,4348,Bronze
308,Casey Johnston,Salt,766 Paula Gardens,3937,Gold
309,Alex Smith,Irbid,10192 Sosa Plaza,4728,Bronze
310,Lisa Johnson,Amman,7368 Anderson Ferry,2667,Platinum
311,Renee Williams,Jerash,79085 Sarah Overpass Apt. 331,688,Platinum
312,Shannon Little,Mafraq,845 Garcia Mills Apt. 738,1981,Bronze
313,Jessica Crosby,Karak,63965 Sanders Forest Apt. 538,1602,Platinum
314,Kim Ramsey,Salt,42964 Howard Street Apt. 428,1233,Platinum
315,Victoria Hoover,Amman,51560 Sheppard Dam,3766,Platinum
316,Brenda Smith,Karak,976 Wright Forge Apt. 262,2596,Silver
317,Robert Watson,Salt,01992 Jessica Plaza Suite 034,1217,Platinum
318,Kimberly Hughes,Ajloun,06771 Harrell Isle,326,Gold
319,Trevor Torres,Irbid,866 Cox Brooks,2493,Platinum
320,Kathleen Hill,Madaba,153 Nancy Squares Apt. 589,357,Gold
321,Keith King,Amman,85868 Brown Cliff,2551,Silver
322,Michael Kim,Amman,685 Marcus Common,3905,Gold
323,Amanda Curtis,Irbid,5002 Cassandra Roads Apt. 229,787,Gold
324,Joshua Lyons,Irbid,7034 Ashley Tunnel,3021,Silver
325,Martin Buck,Irbid,04134 Lindsey Manors Suite 343,1661,Silver
326,Justin Medina,Zarqa,2536 Smith Brooks,2492,Gold
327,Kaitlyn Miller,Aqaba,3412 Michael Well,1946,Gold
328,William Clark,Amman,591 Eugene Grove Apt. 158,4758,Bronze
329,Roy Flowers,Zarqa,2496 Daniel Overpass,131,Silver
330,Kevin Copeland,Jerash,028 Debra Unions,3196,Platinum
331,Stacy Miller,Irbid,548 Craig Path,3348,Silver
332,Jennifer Taylor,Ajloun,48539 Craig Rapid,3996,Bronze
333,Natalie Becker,Madaba,40310 Russell Freeway Suite 661,1603,Platinum
334,John Johnson,Ajloun,2603 Joseph Cape Apt. 260,1082,Platinum
335,Joshua Simmons,Mafraq,2581 Taylor Inlet Suite 446,788,Silver
336,Megan Villanueva,Karak,9346 Dominique Point,2898,Platinum
337,Desiree Hawkins,Amman,48177 Debra Inlet Suite 593,3211,Silver
338,Shelia Warren,Jerash,9573 Bobby Lights,4567,Silver
339,Patrick Kramer,Karak,7277 Amanda Station,1249,Bronze
340,Rachel Shields,Ajloun,77673 Reynolds Rapids,3919,Silver
341,Emily Silva,Zarqa,8227 Sandoval Estates Suite 155,1073,Platinum
342,Mason Mcdaniel,Zarqa,57066 Thompson Skyway Apt. 114,2782,Bronze
343,James Rush,Zarqa,02708 Gray Lodge Apt. 916,4026,Bronze
344,Michelle Frey,Aqaba,57150 Burgess Station,996,Gold
345,Haley Taylor,Zarqa,020 Craig Camp,4467,Bronze
346,Philip Mosley,Jerash,0396 David Squares Suite 386,3391,Platinum
347,Emily Dixon,Salt,99240 Lynn Wall Suite 272,1653,Gold
348,Sandra Snyder,Karak,510 Adams Hill,2254,Bronze
349,Pamela Castro,Jerash,8940 Thompson Street,2323,Silver
350,Heather Campbell,Irbid,817 Stewart Lane Apt. 399,4827,Gold
351,Brittany Lee,Ajloun,7144 Maldonado Corner Apt. 344,1609,Gold
352,Allison Lang,Karak,524 Anthony Fields Suite 733,3021,Gold
353,John Santos,Ajloun,82444 West Via,4079,Platinum
354,Laura Torres,Aqaba,064 Felicia Harbors,4067,Bronze
355,Craig Rhodes,Ajloun,09005 William Mews,8,Bronze
356,Keith Lee,Madaba,753 Espinoza Square,344,Platinum
357,Robert Adams,Madaba,867 Henderson Dale,2294,Gold
358,Karen Cook,Salt,37088 Noble Forks Suite 109,4174,Platinum
359,Mallory Wallace,Zarqa,4280 Reese Inlet,3381,Bronze
360,Helen Harris,Zarqa,2612 Gina Path Apt. 495,2563,Gold
361,Austin Estrada,Aqaba,8870 Sara Plain Suite 918,149,Bronze
362,Vanessa Clark,Salt,468 Jones Place,1581,Platinum
363,Stacey Powell,Jerash,86547 Linda Islands Apt. 343,3845,Platinum
364,Mr. Anthony Simpson,Salt,18019 Karen Trail Suite 036,1381,Bronze
365,Victor Kelley,Karak,66476 Christopher Shore Apt. 130,4910,Silver
366,Dorothy Meyer,Zarqa,23386 Kimberly Walk,1764,Gold
367,Heather Hudson,Mafraq,5447 Ramirez Forest Suite 514,4001,Gold
368,Bryan Smith,Amman,15308 Jacob Knolls,1148,Gold
369,Julie Williams,Jerash,8018 Lopez Lakes,1371,Silver
370,Kristopher Bray,Jerash,8869 Rodney Mountain Suite 798,2861,Gold
371,Jose Richard,Karak,75438 Mccormick Row Apt. 681,520,Gold
372,Angela Mccullough,Jerash,346 Adam Village,2013,Gold
373,James Barber,Ajloun,50545 Laura Parks,643,Silver
374,Ryan Burton,Amman,22130 Johnson Roads,3126,Gold
375,Nathan Richardson,Jerash,639 Martinez Inlet Suite 159,771,Platinum
376,Jose Obrien,Amman,582 Gonzalez Knolls Apt. 939,1540,Bronze
377,Theodore Diaz,Madaba,3299 Solis Squares Suite 592,3950,Platinum
378,Gregory Wilkins,Irbid,7293 Tracy Estates Apt. 163,4499,Bronze
379,Gregory Morales,Irbid,6063 Hartman Falls,395,Bronze
380,Troy Mitchell,Amman,745 Jessica Mission Suite 024,1778,Silver
381,Daniel Watson,Madaba,245 Peterson Plain Suite 390,1299,Bronze
382,Gilbert Jones,Zarqa,8301 Bates Rest,4313,Silver
383,Grant Davis,Madaba,188 Vanessa Freeway Apt. 191,1961,Platinum
384,Ashley Curtis,Mafraq,01987 Lynn Ramp,3871,Silver
385,Kelly Watson,Amman,592 Valdez Wells Apt. 042,1999,Bronze
386,Dr. Jennifer Becker,Madaba,343 Gabriella Pike Suite 535,438,Platinum
387,Christopher Wu,Mafraq,495 Andrew Highway Apt. 952,2040,Bronze
388,Mary Alvarez,Jerash,43817 Rios Meadows Apt. 767,924,Silver
389,Rhonda Jefferson,Aqaba,93350 Beck Port,1297,Platinum
